"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"PETER S. COOKE" ,"300304" ,"DEM" ,12 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"KEN LARSEN" ,"300302" ,"LIB" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"KEN LARSEN" ,"300302" ,"LIB" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"KEN LARSEN" ,"300302" ,"LIB" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"KEN LARSEN" ,"300302" ,"LIB" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"KEN LARSEN" ,"300302" ,"LIB" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"KIRK D PEARSON" ,"300303" ,"CON" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"KIRK D PEARSON" ,"300303" ,"CON" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"KIRK D PEARSON" ,"300303" ,"CON" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"KIRK D PEARSON" ,"300303" ,"CON" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"KIRK D PEARSON" ,"300303" ,"CON" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"GARY R. HERBERT" ,"300301" ,"REP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"GARY R. HERBERT" ,"300301" ,"REP" ,18 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"GARY R. HERBERT" ,"300301" ,"REP" ,2 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"GARY R. HERBERT" ,"300301" ,"REP" ,53 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"GARY R. HERBERT" ,"300301" ,"REP" ,73 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"Write-in 50" ,"300305" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"Write-in 50" ,"300305" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"Write-in 50" ,"300305" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"Write-in 50" ,"300305" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"GOVERNOR " ,"300300" ,"NP" ,"Write-in 50" ,"300305" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Registered Voters" ,"" ,"NP" ,104 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"DEE W. SMITH" ,"300352" ,"DEM" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"DEE W. SMITH" ,"300352" ,"DEM" ,2 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"DEE W. SMITH" ,"300352" ,"DEM" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"DEE W. SMITH" ,"300352" ,"DEM" ,9 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"DEE W. SMITH" ,"300352" ,"DEM" ,11 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"JOHN SWALLOW" ,"300353" ,"REP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"JOHN SWALLOW" ,"300353" ,"REP" ,16 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"JOHN SWALLOW" ,"300353" ,"REP" ,2 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"JOHN SWALLOW" ,"300353" ,"REP" ,55 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"JOHN SWALLOW" ,"300353" ,"REP" ,73 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300351" ,"LIB" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300351" ,"LIB" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300351" ,"LIB" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300351" ,"LIB" ,2 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300351" ,"LIB" ,2 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Write-in 40" ,"300354" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Write-in 40" ,"300354" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Write-in 40" ,"300354" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Write-in 40" ,"300354" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"ATTY GENERAL" ,"300350" ,"NP" ,"Write-in 40" ,"300354" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,104 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"MARK SAGE" ,"300403" ,"DEM" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"MARK SAGE" ,"300403" ,"DEM" ,2 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"MARK SAGE" ,"300403" ,"DEM" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"MARK SAGE" ,"300403" ,"DEM" ,12 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"MARK SAGE" ,"300403" ,"DEM" ,14 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"JOHN DOUGALL" ,"300401" ,"REP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"JOHN DOUGALL" ,"300401" ,"REP" ,15 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"JOHN DOUGALL" ,"300401" ,"REP" ,2 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"JOHN DOUGALL" ,"300401" ,"REP" ,50 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"JOHN DOUGALL" ,"300401" ,"REP" ,67 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"RICHARD PROCTOR" ,"300402" ,"CON" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"RICHARD PROCTOR" ,"300402" ,"CON" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"RICHARD PROCTOR" ,"300402" ,"CON" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"RICHARD PROCTOR" ,"300402" ,"CON" ,2 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"RICHARD PROCTOR" ,"300402" ,"CON" ,2 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Write-in 40" ,"300404" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Write-in 40" ,"300404" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Write-in 40" ,"300404" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Write-in 40" ,"300404" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE AUDITOR" ,"300400" ,"NP" ,"Write-in 40" ,"300404" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Registered Voters" ,"" ,"NP" ,104 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"CHRISTOPHER STOUT" ,"300453" ,"DEM" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"CHRISTOPHER STOUT" ,"300453" ,"DEM" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"CHRISTOPHER STOUT" ,"300453" ,"DEM" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"CHRISTOPHER STOUT" ,"300453" ,"DEM" ,12 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"CHRISTOPHER STOUT" ,"300453" ,"DEM" ,12 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"VINCENT C. MARCUSS" ,"300452" ,"LIB" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"VINCENT C. MARCUSS" ,"300452" ,"LIB" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"VINCENT C. MARCUSS" ,"300452" ,"LIB" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"VINCENT C. MARCUSS" ,"300452" ,"LIB" ,2 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"VINCENT C. MARCUSS" ,"300452" ,"LIB" ,3 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"RICHARD K. ELLIS" ,"300451" ,"REP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"RICHARD K. ELLIS" ,"300451" ,"REP" ,17 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"RICHARD K. ELLIS" ,"300451" ,"REP" ,2 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"RICHARD K. ELLIS" ,"300451" ,"REP" ,50 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"RICHARD K. ELLIS" ,"300451" ,"REP" ,69 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Write-in 40" ,"300454" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Write-in 40" ,"300454" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Write-in 40" ,"300454" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Write-in 40" ,"300454" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE TREASURER" ,"300450" ,"NP" ,"Write-in 40" ,"300454" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,104 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"RALPH OKERLUND" ,"301052" ,"REP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"RALPH OKERLUND" ,"301052" ,"REP" ,17 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"RALPH OKERLUND" ,"301052" ,"REP" ,2 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"RALPH OKERLUND" ,"301052" ,"REP" ,61 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"RALPH OKERLUND" ,"301052" ,"REP" ,80 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"TRESTIN MEACHAM" ,"301051" ,"CON" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"TRESTIN MEACHAM" ,"301051" ,"CON" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"TRESTIN MEACHAM" ,"301051" ,"CON" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"TRESTIN MEACHAM" ,"301051" ,"CON" ,5 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"TRESTIN MEACHAM" ,"301051" ,"CON" ,6 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Write-in 30" ,"301053" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Write-in 30" ,"301053" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Write-in 30" ,"301053" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Write-in 30" ,"301053" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"UTAH STATE SENATE D24" ,"301050" ,"NP" ,"Write-in 30" ,"301053" ,"NP" ,0 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE REP D58" ,"304150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE REP D58" ,"304150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE REP D58" ,"304150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,160 ,"EPHRAIM 1 UNINCORPORATED" ,"STATE REP D58" ,"304150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
