"2" ,10 ,"Beaver Dam/Collinston" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment A" ,"306650" ,"NP" ,"FOR" ,"306652" ,"NP" ,187 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment A" ,"306650" ,"NP" ,"AGAINST" ,"306651" ,"NP" ,189 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment A" ,"306650" ,"NP" ,"AGAINST" ,"306651" ,"NP" ,17 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment A" ,"306650" ,"NP" ,"AGAINST" ,"306651" ,"NP" ,15 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment A" ,"306650" ,"NP" ,"AGAINST" ,"306651" ,"NP" ,221 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,626 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"FOR" ,"306702" ,"NP" ,252 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"FOR" ,"306702" ,"NP" ,29 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"FOR" ,"306702" ,"NP" ,20 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"FOR" ,"306702" ,"NP" ,301 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"AGAINST" ,"306701" ,"NP" ,117 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"AGAINST" ,"306701" ,"NP" ,9 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"AGAINST" ,"306701" ,"NP" ,7 ,
"2" ,270 ,"Garland 02" ,"Constitutional Amendment B" ,"306700" ,"NP" ,"AGAINST" ,"306701" ,"NP" ,133 ,
"2" ,280 ,"Garland East" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,312 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,4 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,0 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,4 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,50 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,0 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,50 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"JUSTICE" ,"" ,"JUS" ,0 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"JUSTICE" ,"" ,"JUS" ,0 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"JUSTICE" ,"" ,"JUS" ,0 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"GREEN" ,"" ,"GRN" ,0 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"GREEN" ,"" ,"GRN" ,0 ,
"2" ,280 ,"Garland East" ,"STRAIGHT PARTY" ,"" ,"NP" ,"GREEN" ,"" ,"GRN" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,312 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"JILL STEIN" ,"300001" ,"GRN" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"JILL STEIN" ,"300001" ,"GRN" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"JILL STEIN" ,"300001" ,"GRN" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"PSL" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"PSL" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"PSL" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"MITT ROMNEY  " ,"300007" ,"REP" ,243 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"MITT ROMNEY  " ,"300007" ,"REP" ,4 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"MITT ROMNEY  " ,"300007" ,"REP" ,247 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,7 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,7 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,1 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,1 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,1 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,1 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ROSEANNE BARR" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ROSEANNE BARR" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ROSEANNE BARR" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"STEPHEN DURHAM" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"STEPHEN DURHAM" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"STEPHEN DURHAM" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"JILL REED" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"JILL REED" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"JILL REED" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ANDRE BARNETT" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ANDRE BARNETT" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ANDRE BARNETT" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"WILL CHRISTENSEN" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"WILL CHRISTENSEN" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"WILL CHRISTENSEN" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"JUSTIN MEYERS" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"JUSTIN MEYERS" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"JUSTIN MEYERS" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"SHEILA SAM TITTLE" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"SHEILA SAM TITTLE" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"SHEILA SAM TITTLE" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ERIN KENT MAGEE" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ERIN KENT MAGEE" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ERIN KENT MAGEE" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"DEAN MORSTAD" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"DEAN MORSTAD" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"DEAN MORSTAD" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"NELSON MORSTAD" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"NELSON MORSTAD" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"NELSON MORSTAD" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"DARRELL HYKES" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"DARRELL HYKES" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"DARRELL HYKES" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"Write-in 80" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"Write-in 80" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"Write-in 80" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,312 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,5 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,5 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,32 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,32 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,208 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,4 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,212 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,2 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,2 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,2 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,2 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"JoANN S. SECRIST" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"JoANN S. SECRIST" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"JoANN S. SECRIST" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,312 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"SHERRY PHIPPS" ,"300103" ,"CON" ,7 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"SHERRY PHIPPS" ,"300103" ,"CON" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"SHERRY PHIPPS" ,"300103" ,"CON" ,7 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"DONNA M. McALEER" ,"300102" ,"DEM" ,20 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"DONNA M. McALEER" ,"300102" ,"DEM" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"DONNA M. McALEER" ,"300102" ,"DEM" ,20 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"ROB BISHOP" ,"300101" ,"REP" ,214 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"ROB BISHOP" ,"300101" ,"REP" ,4 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"ROB BISHOP" ,"300101" ,"REP" ,218 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Write-in 40" ,"" ,"NP" ,2 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Write-in 40" ,"" ,"NP" ,2 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,312 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ,"PETER S COOKE" ,"300304" ,"DEM" ,17 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ,"PETER S COOKE" ,"300304" ,"DEM" ,0 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ,"PETER S COOKE" ,"300304" ,"DEM" ,17 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ," KEN LARSEN" ,"300302" ,"LIB" ,2 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ," KEN LARSEN" ,"300302" ,"LIB" ,0 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ," KEN LARSEN" ,"300302" ,"LIB" ,2 ,
"2" ,280 ,"Garland East" ,"GOVERNOR" ,"300300" ,"NP" ,"KIRK D PEARSON" ,"300303" ,"CON" ,1 ,
